,Synsets,Domain,nrhypos,nrdirhypers,nrpartrels,depthfromtopsynset,glosslength,minwordlength,nroflemmas,polyscore_max,ngrams_last_mean,nrpartrels_normalised,depthfromtopsynset_normalised,glosslength_normalised,vote
506,Synset('student_lamp.n.01'),furn,0,1,0,10,51,12,1,1,-18.099077472927394,0.0,1.0335781741867784,0.9516908212560388,nb
507,Synset('card_index.n.01'),furn,1,1,0,10,94,10,3,2,-16.798183893234814,0.0,1.0335781741867784,1.7540968078052477,nb
508,Synset('vertical_file.n.01'),furn,0,1,0,10,54,13,1,1,-17.92685402069007,0.0,1.0335781741867784,1.0076726342710998,nb
509,Synset('banquette.n.01'),furn,0,1,0,10,20,9,1,1,-15.896335604403903,0.0,1.0335781741867784,0.3732120867670739,nb
510,Synset('flat_bench.n.01'),furn,0,1,0,10,52,10,1,1,-18.14999757200428,0.0,1.0335781741867784,0.9703514255943924,nb
511,Synset('park_bench.n.01'),furn,0,1,0,10,24,10,1,1,-15.486715779604747,0.0,1.0335781741867784,0.4478545041204887,nb
512,Synset('penalty_box.n.01'),furn,0,1,1,10,107,11,1,1,-17.4605886607717,3.126984126984127,1.0335781741867784,1.9966846642038456,nb
513,Synset('pew.n.01'),furn,0,1,0,10,57,3,2,1,-13.920693974410352,0.0,1.0335781741867784,1.0636544472861609,nb
514,Synset('prie-dieu.n.01'),furn,0,1,0,10,25,9,1,1,-16.99700589384371,0.0,1.0335781741867784,0.4665151084588425,nb
515,Synset('settle.n.01'),furn,0,1,0,10,31,6,2,23,-11.554596195905756,0.0,1.0335781741867784,0.5784787344889647,nb
516,Synset('window_seat.n.01'),furn,0,1,0,10,50,11,1,1,-15.063544965685937,0.0,1.0335781741867784,0.933030216917685,nb
517,Synset('armchair.n.01'),furn,6,1,1,10,42,8,1,1,-13.070331757523585,3.126984126984127,1.0335781741867784,0.7837453822108553,nb
518,Synset('barber_chair.n.01'),furn,0,1,1,10,68,12,1,1,-17.772276967576367,3.126984126984127,1.0335781741867784,1.2689210950080516,nb
519,Synset('chair_of_state.n.01'),furn,5,1,0,10,52,14,1,1,-16.077013736421822,0.0,1.0335781741867784,0.9703514255943924,nb
520,Synset('chaise_longue.n.01'),furn,0,1,0,10,27,6,3,2,-14.420752176841235,0.0,1.0335781741867784,0.5038363171355499,nb
521,Synset('eames_chair.n.01'),furn,0,1,0,10,112,11,1,1,-19.004786100554565,0.0,1.0335781741867784,2.0899876858956143,nb
522,Synset('fighting_chair.n.01'),furn,0,1,0,10,67,14,1,1,-18.90470261545014,0.0,1.0335781741867784,1.250260490669698,nb
523,Synset('folding_chair.n.01'),furn,3,1,1,10,43,13,1,1,-15.903035646967217,3.126984126984127,1.0335781741867784,0.802405986549209,nb
524,Synset('ladder-back.n.01'),furn,0,1,1,10,26,11,2,2,-18.253351432840184,3.126984126984127,1.0335781741867784,0.4851757127971962,nb
525,Synset('lawn_chair.n.01'),furn,0,1,0,10,51,10,2,1,-16.56894374954861,0.0,1.0335781741867784,0.9516908212560388,nb
526,Synset('straight_chair.n.01'),furn,1,1,2,10,36,10,2,1,-17.514447873050965,6.253968253968254,1.0335781741867784,0.6717817561807331,nb
527,Synset('swivel_chair.n.01'),furn,0,1,0,10,32,12,1,1,-15.69571678185941,0.0,1.0335781741867784,0.5971393388273184,nb
528,Synset('tablet-armed_chair.n.01'),furn,0,1,1,10,53,18,1,1,-23.025850929940457,3.126984126984127,1.0335781741867784,0.989012029932746,nb
529,Synset('wheelchair.n.01'),furn,2,1,0,10,116,10,1,1,-12.779681899827464,0.0,1.0335781741867784,2.164630103249029,b
530,Synset('convertible.n.03'),furn,3,1,0,10,39,8,2,6,-13.765872135716752,0.0,1.0335781741867784,0.7277635691957942,nb
531,Synset('daybed.n.01'),furn,0,1,0,10,50,6,2,2,-17.283819768956178,0.0,1.0335781741867784,0.933030216917685,nb
532,Synset('divan.n.01'),furn,0,1,0,10,58,5,1,4,-13.969102047976568,0.0,1.0335781741867784,1.0823150516245146,nb
533,Synset('love_seat.n.01'),furn,0,1,0,10,32,8,4,3,-14.340639616572028,0.0,1.0335781741867784,0.5971393388273184,nb
534,Synset('settee.n.02'),furn,0,1,0,10,12,6,1,2,-14.387790884404474,0.0,1.0335781741867784,0.2239272520602443,nb
535,Synset('squab.n.02'),furn,0,1,0,10,18,5,1,4,-16.275224453553907,0.0,1.0335781741867784,0.3358908780903665,nb
536,Synset('campstool.n.01'),furn,0,1,0,10,15,9,1,1,-17.80392691312429,0.0,1.0335781741867784,0.2799090650753055,nb
537,Synset('cutty_stool.n.01'),furn,0,1,0,10,92,11,1,1,-19.979784383247527,0.0,1.0335781741867784,1.7167755991285405,nb
538,Synset('footstool.n.01'),furn,0,1,0,10,57,6,4,5,-15.10245411556315,0.0,1.0335781741867784,1.0636544472861609,nb
539,Synset('milking_stool.n.01'),furn,0,1,0,10,81,13,1,1,-17.93584956563938,0.0,1.0335781741867784,1.5115089514066495,nb
540,Synset('music_stool.n.01'),furn,0,1,0,10,55,11,2,1,-17.24119751511969,0.0,1.0335781741867784,1.0263332386094537,nb
541,Synset('step_stool.n.01'),furn,0,1,0,10,58,10,1,1,-17.47758627133917,0.0,1.0335781741867784,1.0823150516245146,nb
542,Synset('taboret.n.01'),furn,0,1,0,10,34,7,2,1,-17.760559656418263,0.0,1.0335781741867784,0.6344605475040258,nb
543,Synset('bar.n.02'),furn,10,1,0,10,44,3,1,19,-10.07623676030837,0.0,1.0335781741867784,0.8210665908875627,b
544,Synset('checkout.n.03'),furn,0,1,0,10,59,8,2,3,-14.79255776374328,0.0,1.0335781741867784,1.1009756559628685,b
545,Synset('meat_counter.n.01'),furn,0,1,0,10,42,12,1,1,-17.795563966611944,0.0,1.0335781741867784,0.7837453822108553,nb
546,Synset('notions_counter.n.01'),furn,0,1,0,10,30,15,1,1,-20.90777121543374,0.0,1.0335781741867784,0.559818130150611,nb
547,Synset('reception_desk.n.01'),furn,0,1,0,10,51,14,1,1,-15.179965903971071,0.0,1.0335781741867784,0.9516908212560388,nb
548,Synset('davenport.n.02'),furn,0,1,0,10,31,9,1,3,-16.251484476735257,0.0,1.0335781741867784,0.5784787344889647,nb
549,Synset('secretary.n.04'),furn,0,1,0,10,23,9,4,4,-12.150210436518108,0.0,1.0335781741867784,0.429193899782135,nb
550,Synset('writing_desk.n.02'),furn,0,1,0,10,47,12,1,2,-15.427622605899977,0.0,1.0335781741867784,0.8770484039026238,nb
551,Synset('gateleg_table.n.01'),furn,0,1,0,10,63,13,1,1,-19.69793328111451,0.0,1.0335781741867784,1.175618073316283,nb
552,Synset('tilt-top_table.n.01'),furn,0,1,0,10,84,9,3,1,-21.52331626673396,0.0,1.0335781741867784,1.5674907644217106,nb
553,Synset('lectern.n.01'),furn,0,1,0,10,88,7,2,1,-15.377699367893808,0.0,1.0335781741867784,1.6421331817751257,nb
554,Synset('drafting_table.n.01'),furn,0,1,0,10,31,13,2,1,-17.447565236096334,0.0,1.0335781741867784,0.5784787344889647,nb
555,Synset('workbench.n.01'),furn,1,1,0,10,46,5,3,9,-12.39109312382221,0.0,1.0335781741867784,0.8583877995642701,nb
556,Synset('dinner_table.n.01'),furn,0,1,1,10,49,12,1,1,-13.921095974000066,3.126984126984127,1.0335781741867784,0.9143696125793312,nb
557,Synset('high_table.n.01'),furn,0,1,1,10,98,10,1,1,-15.80754612971022,3.126984126984127,1.0335781741867784,1.8287392251586625,nb
558,Synset('refectory_table.n.01'),furn,0,1,0,10,72,15,1,1,-17.883051379447334,0.0,1.0335781741867784,1.3435635123614662,nb
559,Synset('triclinium.n.02'),furn,0,1,0,10,61,10,1,2,-16.76819244741152,0.0,1.0335781741867784,1.1382968646395757,nb
560,Synset('lower_berth.n.01'),furn,0,1,0,11,23,5,2,16,-9.770483123848075,0.0,1.1369359916054564,0.429193899782135,nb
561,Synset('upper_berth.n.01'),furn,0,1,0,11,24,5,2,6,-10.52265471506875,0.0,1.1369359916054564,0.4478545041204887,nb
562,Synset('hospital_bed.n.01'),furn,0,1,1,11,99,12,1,1,-14.497596252654036,3.126984126984127,1.1369359916054564,1.847399829497016,nb
563,Synset('rolodex.n.01'),furn,0,1,0,11,118,7,1,1,-16.187862748768747,0.0,1.1369359916054564,2.201951311925737,nb
564,Synset('captain's_chair.n.01'),furn,0,1,0,11,78,15,1,1,-17.24075585713973,0.0,1.1369359916054564,1.4555271383915884,nb
565,Synset('easy_chair.n.01'),furn,1,1,0,11,34,10,3,1,-15.208705712646353,0.0,1.1369359916054564,0.6344605475040258,nb
566,Synset('fauteuil.n.01'),furn,0,1,0,11,23,8,1,1,-16.739120612698002,0.0,1.1369359916054564,0.429193899782135,nb
567,Synset('morris_chair.n.01'),furn,0,1,0,11,35,12,1,1,-17.32752551892856,0.0,1.1369359916054564,0.6531211518423795,nb
568,Synset('recliner.n.01'),furn,0,1,0,11,97,7,3,3,-15.554580449967956,0.0,1.1369359916054564,1.8100786208203088,nb
569,Synset('camp_chair.n.01'),furn,0,1,0,11,21,10,1,1,-17.584005579561946,0.0,1.1369359916054564,0.3918726911054276,nb
570,Synset('deck_chair.n.01'),furn,0,1,0,11,76,10,2,1,-16.62702841119392,0.0,1.1369359916054564,1.418205929714881,nb
571,Synset('yacht_chair.n.01'),furn,0,1,0,11,40,11,1,1,-23.025850929940457,0.0,1.1369359916054564,0.7464241735341479,nb
572,Synset('boston_rocker.n.01'),furn,0,1,0,11,71,13,1,1,-19.45052508816284,0.0,1.1369359916054564,1.3249029080231127,nb
573,Synset('platform_rocker.n.01'),furn,0,1,0,11,34,15,1,1,-20.3397871155194,0.0,1.1369359916054564,0.6344605475040258,nb
574,Synset('shoofly.n.02'),furn,0,1,0,11,129,7,1,2,-18.87252324883337,0.0,1.1369359916054564,2.407217959647628,nb
575,Synset('windsor_chair.n.01'),furn,0,1,0,11,63,13,1,1,-17.199954549414386,0.0,1.1369359916054564,1.175618073316283,nb
576,Synset('bath_chair.n.01'),furn,0,1,0,11,56,10,1,1,-18.28139899108635,0.0,1.1369359916054564,1.0449938429478072,nb
577,Synset('motorized_wheelchair.n.01'),furn,0,1,0,11,33,20,1,1,-18.23972635303252,0.0,1.1369359916054564,0.6157999431656721,nb
578,Synset('davenport.n.03'),furn,1,1,0,11,43,9,1,3,-16.251484476735257,0.0,1.1369359916054564,0.802405986549209,nb
579,Synset('studio_couch.n.01'),furn,0,1,0,11,86,7,2,1,-18.2499828203441,0.0,1.1369359916054564,1.604811973098418,nb
580,Synset('cash_bar.n.01'),furn,0,1,0,11,69,8,1,1,-18.53149840263569,0.0,1.1369359916054564,1.287581699346405,nb
581,Synset('oyster_bar.n.01'),furn,0,1,0,11,81,10,1,1,-18.07455782032652,0.0,1.1369359916054564,1.5115089514066495,nb
582,Synset('salad_bar.n.01'),furn,0,1,0,11,58,9,1,1,-16.33853304095129,0.0,1.1369359916054564,1.0823150516245146,nb
583,Synset('snack_bar.n.01'),furn,2,1,0,11,23,6,3,5,-14.479675151257185,0.0,1.1369359916054564,0.429193899782135,nb
584,Synset('soda_fountain.n.01'),furn,0,1,0,11,71,13,1,2,-16.071022567411962,0.0,1.1369359916054564,1.3249029080231127,nb
585,Synset('sushi_bar.n.01'),furn,0,1,0,11,27,9,1,1,-16.80367046076634,0.0,1.1369359916054564,0.5038363171355499,nb
586,Synset('wet_bar.n.01'),furn,0,1,0,11,58,7,1,1,-16.680508158133666,0.0,1.1369359916054564,1.0823150516245146,nb
587,Synset('wine_bar.n.01'),furn,0,1,0,11,27,8,1,1,-16.645091313005196,0.0,1.1369359916054564,0.5038363171355499,nb
588,Synset('lab_bench.n.01'),furn,0,1,1,11,27,9,2,1,-17.85349258526502,3.126984126984127,1.1369359916054564,0.5038363171355499,nb
589,Synset('wing_chair.n.01'),furn,0,1,0,12,51,10,1,1,-16.59894793492516,0.0,1.2402938090241342,0.9516908212560388,nb
590,Synset('cathedra.n.01'),furn,0,1,1,12,47,8,2,1,-16.21435256301664,3.126984126984127,1.2402938090241342,0.8770484039026238,nb
591,Synset('mercy_seat.n.01'),furn,0,1,0,12,17,10,1,2,-16.106647290675824,0.0,1.2402938090241342,0.3172302737520129,nb
592,Synset('musnud.n.01'),furn,0,1,1,12,64,6,1,1,-17.940232169632022,3.126984126984127,1.2402938090241342,1.1942786776546368,nb
593,Synset('peacock-throne.n.01'),furn,0,1,0,12,131,14,1,1,-21.20789820244548,0.0,1.2402938090241342,2.4445391683243347,nb
594,Synset('chesterfield.n.02'),furn,0,1,0,12,46,12,1,3,-17.108013432461195,0.0,1.2402938090241342,0.8583877995642701,nb
595,Synset('commissary.n.02'),furn,0,1,0,12,28,10,1,2,-13.703139552423092,0.0,1.2402938090241342,0.5224969214739036,nb
596,Synset('milk_bar.n.01'),furn,0,1,0,12,75,8,1,1,-18.10977274058025,0.0,1.2402938090241342,1.399545325376527,nb
597,Synset('furniture.n.01'),furn,196,1,0,7,62,9,3,1,-12.038504180708658,0.0,0.723504721930745,1.1569574689779294,nb
598,Synset('toga_virilis.n.01'),garm,0,1,0,11,76,12,1,1,-17.524378409235283,0.0,1.1581196581196582,1.2557005243263015,nb
599,Synset('abaya.n.01'),garm,0,1,0,9,80,5,1,1,-17.063441615106928,0.0,0.9475524475524476,1.3217900256066333,nb
600,Synset('prayer_shawl.n.01'),garm,0,1,0,11,95,6,3,2,-17.486516462245756,0.0,1.1581196581196582,1.5696256554078771,nb
601,Synset('kanzu.n.01'),garm,0,1,0,8,86,5,1,1,-18.905313055375416,0.0,0.8422688422688422,1.420924277527131,nb
602,Synset('trouser.n.01'),garm,26,1,8,8,109,4,2,5,-14.23983205182294,28.906666666666663,0.8422688422688422,1.8009389098890378,b
603,Synset('chap.n.04'),garm,0,1,0,9,157,4,1,5,-11.436433646214514,0.0,0.9475524475524476,2.594012925253018,nb
604,Synset('slacks.n.01'),garm,0,1,0,9,45,6,1,15,-13.865874370530738,0.0,0.9475524475524476,0.7435068894037312,nb
605,Synset('caftan.n.02'),garm,0,1,0,10,106,6,2,2,-16.2931009850585,0.0,1.052836052836053,1.751371783928789,nb
606,Synset('black_tie.n.02'),garm,0,1,0,11,41,9,1,2,-15.677291916710084,0.0,1.1581196581196582,0.6774173881233996,nb
607,Synset('weeds.n.01'),garm,0,1,0,8,61,5,2,5,-12.669955104647654,0.0,0.8422688422688422,1.007864894525058,nb
608,Synset('poncho.n.01'),garm,0,1,0,10,59,6,1,1,-15.04300564071556,0.0,1.052836052836053,0.974820143884892,b
609,Synset('uplift.n.02'),garm,0,1,0,9,47,6,1,5,-13.228273937435777,0.0,0.9475524475524476,0.7765516400438971,nb
610,Synset('three-piece_suit.n.01'),garm,0,1,1,10,60,16,1,1,-16.45604158950045,3.613333333333333,1.052836052836053,0.991342519204975,nb
611,Synset('two-piece.n.01'),garm,0,1,0,10,69,9,3,3,-16.642319447649925,0.0,1.052836052836053,1.1400438970857212,nb
612,Synset('sunsuit.n.01'),garm,0,1,0,8,54,7,1,1,-20.109285883735133,0.0,0.8422688422688422,0.8922082672844774,nb
613,Synset('snowsuit.n.01'),garm,0,1,0,9,38,8,1,1,-17.25185829305774,0.0,0.9475524475524476,0.6278502621631508,nb
614,Synset('wet_suit.n.01'),garm,0,1,0,8,112,8,1,1,-16.633559102820797,0.0,0.8422688422688422,1.8505060358492864,b
615,Synset('jersey.n.03'),garm,1,1,0,9,30,6,3,5,-13.738942138647936,0.0,0.9475524475524476,0.4956712596024875,nb
616,Synset('spat.n.02'),garm,0,1,0,9,62,4,2,14,-13.59362713321864,0.0,0.9475524475524476,1.0243872698451408,nb
617,Synset('chador.n.01'),garm,0,1,0,9,78,6,4,1,-17.60036440336671,0.0,0.9475524475524476,1.2887452749664674,nb
618,Synset('fur_coat.n.01'),garm,2,1,0,10,18,8,1,1,-14.710488772031194,0.0,1.052836052836053,0.2974027557614925,nb
619,Synset('sheepskin_coat.n.01'),garm,0,1,0,10,24,6,2,6,-16.243292892411606,0.0,1.052836052836053,0.3965370076819899,nb
620,Synset('bolo_tie.n.01'),garm,0,1,0,10,78,4,4,2,-17.072208474243276,0.0,1.052836052836053,1.2887452749664674,nb
621,Synset('ascot.n.01'),garm,0,1,0,10,62,5,1,1,-17.375640116355758,0.0,1.052836052836053,1.0243872698451408,nb
622,Synset('sweater.n.01'),garm,4,1,2,8,66,6,2,8,-13.321331330182574,7.226666666666666,0.8422688422688422,1.0904767711254724,b
623,Synset('culotte.n.01'),garm,0,1,0,9,15,7,1,1,-16.713659544437096,0.0,0.9475524475524476,0.2478356298012437,nb
624,Synset('chesterfield.n.03'),garm,0,1,0,11,38,12,1,3,-17.108013432461195,0.0,1.1581196581196582,0.6278502621631508,nb
625,Synset('zoot_suit.n.01'),garm,0,1,0,9,28,9,1,1,-17.051385283336167,0.0,0.9475524475524476,0.4626265089623216,nb
626,Synset('dirndl.n.01'),garm,0,1,0,10,38,6,1,2,-18.00244538085842,0.0,1.052836052836053,0.6278502621631508,nb
627,Synset('crinoline.n.02'),garm,0,1,0,10,47,9,1,3,-15.57281096543396,0.0,1.052836052836053,0.7765516400438971,nb
628,Synset('sable_coat.n.01'),garm,0,1,0,11,29,10,1,1,-17.729717318326784,0.0,1.1581196581196582,0.4791488842824045,nb
629,Synset('swaddling_clothes.n.01'),garm,0,1,0,8,58,15,2,2,-16.33609697623959,0.0,0.8422688422688422,0.9582977685648092,nb
630,Synset('wraparound.n.01'),garm,0,1,0,8,97,10,1,1,-15.010097191971552,0.0,0.8422688422688422,1.6026704060480428,nb
631,Synset('raglan.n.01'),garm,0,1,1,8,51,6,1,1,-17.713919056073223,3.613333333333333,0.8422688422688422,0.8426411413242287,nb
632,Synset('reversible.n.01'),garm,0,1,0,8,97,10,1,5,-12.915224476134629,0.0,0.8422688422688422,1.6026704060480428,nb
633,Synset('legging.n.01'),garm,4,1,0,8,73,6,3,1,-17.803774050973953,0.0,0.8422688422688422,1.206133398366053,b
634,Synset('skirt.n.02'),garm,14,1,6,8,64,5,1,8,-11.905320498764931,21.68,0.8422688422688422,1.0574320204853067,b
635,Synset('motley.n.02'),garm,0,1,1,8,62,6,1,7,-13.575133754553477,3.613333333333333,0.8422688422688422,1.0243872698451408,nb
636,Synset('fur.n.03'),garm,0,1,0,8,52,3,1,3,-11.245238070126955,0.0,0.8422688422688422,0.8591635166443117,nb
637,Synset('kirtle.n.01'),garm,0,1,0,11,68,6,1,2,-15.984843289060132,0.0,1.1581196581196582,1.1235215217656382,nb
638,Synset('straitjacket.n.02'),garm,0,1,0,8,127,12,2,2,-15.867160114542534,0.0,0.8422688422688422,2.0983416656505303,b
639,Synset('separate.n.02'),garm,0,1,0,8,87,8,1,19,-9.641577296209729,0.0,0.8422688422688422,1.4374466528472136,nb
640,Synset('head_covering.n.01'),garm,4,1,0,8,39,4,2,6,-12.21501721528462,0.0,0.8422688422688422,0.6443726374832337,nb
641,Synset('scarf.n.01'),garm,16,1,0,8,76,5,1,5,-12.759001636540958,0.0,0.8422688422688422,1.2557005243263015,b
642,Synset('peplos.n.01'),garm,0,1,0,8,105,6,3,2,-17.449933256938593,0.0,0.8422688422688422,1.7348494086087063,nb
643,Synset('shirt.n.01'),garm,10,1,6,8,44,5,1,2,-10.809490816632618,21.68,0.8422688422688422,0.7269845140836483,b
644,Synset('overgarment.n.01'),garm,87,1,0,8,34,11,2,1,-16.763342656165797,0.0,0.8422688422688422,0.5617607608828191,nb
645,Synset('undergarment.n.01'),garm,28,1,0,8,35,12,2,2,-15.809924020084884,0.0,0.8422688422688422,0.5782831362029021,nb
646,Synset('khimar.n.01'),garm,0,1,0,11,82,6,1,1,-18.56290607598159,0.0,1.1581196581196582,1.3548347762467992,nb
647,Synset('greatcoat.n.01'),garm,4,1,0,10,40,7,3,2,-14.009216098590112,0.0,1.052836052836053,0.6608950128033166,nb
648,Synset('capuchin.n.01'),garm,0,1,0,10,24,8,1,2,-15.94650413938614,0.0,1.052836052836053,0.3965370076819899,nb
649,Synset('dolman.n.01'),garm,0,1,1,11,41,6,2,2,-17.742229581689212,3.613333333333333,1.1581196581196582,0.6774173881233996,nb
650,Synset('bomber_jacket.n.01'),garm,0,1,0,11,42,13,1,1,-17.085544226563854,0.0,1.1581196581196582,0.6939397634434825,nb
651,Synset('eton_jacket.n.01'),garm,0,1,0,11,58,11,1,1,-18.3383071132644,0.0,1.1581196581196582,0.9582977685648092,nb
652,Synset('double-breasted_jacket.n.01'),garm,0,1,1,11,75,22,1,1,-18.51228722736365,3.613333333333333,1.1581196581196582,1.2391781490062188,nb
653,Synset('single-breasted_jacket.n.01'),garm,0,1,1,11,75,22,1,1,-19.88098579150605,3.613333333333333,1.1581196581196582,1.2391781490062188,nb
654,Synset('neckerchief.n.01'),garm,0,1,0,10,31,11,1,1,-15.538017292517782,0.0,1.052836052836053,0.5121936349225704,nb
655,Synset('parka.n.01'),garm,2,1,0,11,56,5,4,1,-15.879819749459962,0.0,1.1581196581196582,0.9252530179246432,nb
656,Synset('opera_cloak.n.01'),garm,0,1,0,10,39,10,2,1,-18.069304436582858,0.0,1.052836052836053,0.6443726374832337,nb
657,Synset('lab_coat.n.01'),garm,0,1,0,10,88,8,2,1,-16.25661588364943,0.0,1.052836052836053,1.4539690281672966,nb
658,Synset('mao_jacket.n.01'),garm,0,1,0,11,101,10,1,1,-19.33426533664973,0.0,1.1581196581196582,1.6687599073283743,nb
659,Synset('burberry.n.01'),garm,0,1,0,11,131,8,1,1,-16.180733584235707,0.0,1.1581196581196582,2.164431166930862,nb
660,Synset('bed_jacket.n.01'),garm,0,1,0,11,66,10,1,1,-18.785157457696112,0.0,1.1581196581196582,1.0904767711254724,nb
661,Synset('fichu.n.01'),garm,0,1,0,9,46,5,1,1,-16.666378033128446,0.0,0.9475524475524476,0.7600292647238142,nb
662,Synset('serape.n.01'),garm,0,1,0,11,57,6,2,1,-17.108704326280055,0.0,1.1581196581196582,0.9417753932447264,nb
663,Synset('capote.n.02'),garm,0,1,0,10,57,6,2,2,-16.82961292104636,0.0,1.052836052836053,0.9417753932447264,nb
664,Synset('cope.n.02'),garm,0,1,0,10,64,4,1,3,-11.659129182598493,0.0,1.052836052836053,1.0574320204853067,nb
665,Synset('newmarket.n.01'),garm,0,1,0,10,61,9,1,2,-19.955135169573904,0.0,1.052836052836053,1.007864894525058,nb
666,Synset('burnous.n.01'),garm,0,1,0,10,71,7,3,1,-17.27280988621551,0.0,1.052836052836053,1.173088647725887,nb
667,Synset('dhoti.n.01'),garm,0,1,0,9,34,5,1,1,-16.27762970360688,0.0,0.9475524475524476,0.5617607608828191,nb
668,Synset('four-in-hand.n.01'),garm,0,1,0,10,84,12,1,2,-16.06675878245891,0.0,1.052836052836053,1.387879526886965,nb
669,Synset('capote.n.01'),garm,0,1,0,11,60,6,2,2,-17.310260916928076,0.0,1.1581196581196582,0.991342519204975,nb
670,Synset('maxi.n.01'),garm,0,1,0,9,34,4,1,2,-16.167704090065705,0.0,0.9475524475524476,0.5617607608828191,nb
